STORE_ID,BUSINESS_MONTH,TOTAL_SALES,TOTAL_ORDER,DELIVERY_SALES,NON_DELIVERY_SALES,DELIVERY_ORDER,NON_DELIVERY_ORDER,DINEIN_SALES,DINEIN_ORDER,TAKEAWAY_SALES,TAKEAWAY_ORDER,DNP_ORDER,SWIGGY_DELIVERY_SALES,SWIGGY_DELIVERY_ORDER,ZOMATO_DELIVERY_SALES,ZOMATO_DELIVERY_ORDER,AMAZON_FOODS_DELIVERY_SALES,AMAZON_FOODS_DELIVERY_ORDER,AMAZON_FOODS_DINEIN_SALES,AMAZON_FOODS_DINEIN_ORDER,AMAZON_FOODS_TAKEAWAY_SALES,AMAZON_FOODS_TAKEAWAY_ORDER,GPAY_DELIVERY_SALES,GPAY_DELIVERY_ORDER,GPAY_DINEIN_SALES,GPAY_DINEIN_ORDER,GPAY_TAKEAWAY_SALES,GPAY_TAKEAWAY_ORDER,PAYTM_MICROAPP_DELIVERY_SALES,PAYTM_MICROAPP_DELIVERY_ORDER,PAYTM_MICROAPP_TAKEAWAY_SALES,PAYTM_MICROAPP_TAKEAWAY_ORDER,PAYTM_MICROAPP_DINEIN_SALES,PAYTM_MICROAPP_DINEIN_ORDER,PHONEPE_DELIVERY_SALES,PHONEPE_DELIVERY_ORDER,DESKTOP_DELIVERY_SALES,DESKTOP_DELIVERY_ORDER,DESKTOP_TAKEAWAY_SALES,DESKTOP_TAKEAWAY_ORDER,IRCTC_DELIVERY_SALES,IRCTC_DELIVERY_ORDER,NEW_APP_ANDROID_DELIVERY_SALES,NEW_APP_ANDROID_DELIVERY_ORDER,NEW_APP_ANDROID_DINEIN_SALES,NEW_APP_ANDROID_DINEIN_ORDER,NEW_APP_ANDROID_DRIVE_PICK_SALES,NEW_APP_ANDROID_DRIVE_PICK_ORDER,NEW_APP_ANDROID_TAKEAWAY_SALES,NEW_APP_ANDROID_TAKEAWAY_ORDER,NEW_APP_IPHONE_DELIVERY_SALES,NEW_APP_IPHONE_DELIVERY_ORDER,NEW_APP_IPHONE_DRIVE_PICK_SALES,NEW_APP_IPHONE_DRIVE_PICK_ORDER,NEW_APP_IPHONE_TAKEAWAY_SALES,NEW_APP_IPHONE_TAKEAWAY_ORDER,PWA_DELIVERY_SALES,PWA_DELIVERY_ORDER,PWA_DINEIN_SALES,PWA_DINEIN_ORDER,PWA_TAKEAWAY_SALES,PWA_TAKEAWAY_ORDER,CALL_CENTER_DELIVERY_SALES,CALL_CENTER_DELIVERY_ORDER,CALL_CENTER_TAKEAWAY_SALES,CALL_CENTER_TAKEAWAY_ORDER,PHONE_DELIVERY_SALES,PHONE_DELIVERY_ORDER,DINEIN_CHANNEL_SALES,DINEIN_CHANNEL_ORDER,ODC_DINEIN_SALES,ODC_DINEIN_ORDER,DINEIN_TAKEAWAY_SALES,DINEIN_TAKEAWAY_ORDER,KIOSK_DINEIN_SALES,KIOSK_DINEIN_ORDER,KIOSK_TAKEAWAY_SALES,KIOSK_TAKEAWAY_ORDER,OLD_APP_ANDROID_TAKEAWAY_SALES,OLD_APP_ANDROID_TAKEAWAY_ORDER,OLD_APP_IPHONE_TAKEAWAY_SALES,OLD_APP_IPHONE_TAKEAWAY_ORDER
AAI64411,9/4/2022,3333796.93,6171,695161.79,1537635.14,1669,4413,1361333.53,3654,377313.53,749,1,43345.14,136,155169.55,349,,1,,1,,1,,1,,1,,1,344.47,1,991,1,,1,,1,699.19,3,537,1,,1,317479.76,796,69951.61,335,,1,93153.67,393,146936.19,316,,1,49443.3,114,33311.4,53,1697.33,5,5361.69,16,5473.97,13,3765.99,9,3514.33,15,1144799.64,3317,,1,135171.97,335,,1,,1,,1,,1
AAI64196,9/4/2022,3791196.93,6616,3341343.66,541954.16,4914,1913,311316.14,1141,341649.13,771,1,359749.99,531,573919.19,1336,,1,,1,,1,,1,,1,,1,449.9,1,,1,,1,,1,13331.33,31,,1,,1,1133111.19,3399,53356.39,311,,1,91111.93,399,393536.71,557,,1,33193.93,73,65911.93,116,4364.71,14,3393,11,9669.66,19,6356.43,6,4976.11,35,333339.43,773,,1,139913.95,393,,1,,1,,1,,1
AAI66963,9/4/2022,3749319.71,5955,1399113.14,1351317.57,3935,3931,615116.69,1341,736111.99,1691,1,37944.93,61,197647.94,439,,1,,1,,1,,1,,1,,1,1516.7,3,,1,,1,,1,6395.55,9,3933.61,13,,1,799319.94,1717,46514.15,94,,1,141777.3,331,334513.19,441,,1,59411.57,133,74943.15,151,3665.37,7,36335.53,39,45496.1,93,33339.15,41,31536.75,44,545316.35,1199,,1,494334.93,1135,,1,,1,,1,,1
AAI64131,9/4/2022,1694537.17,4994,1171715.91,633931.36,3939,3165,331114.97,911,413716.39,1365,1,115711.74,364,193316.97,469,,1,,1,,1,,1,,1,,1,3954.13,4,199,1,159,1,,1,4199.76,11,,1,,1,591945.33,1636,35131,116,,1,94379.97,393,133376.34,341,,1,39354.76,74,36335.13,96,1413.9,5,6561.37,31,5317.99,9,349,1,19979.55,9,174373.54,661,,1,373175.49,997,,1,,1,,1,,1
AAI66349,9/4/2022,3139174.35,5791,1169513.63,959671.73,3996,3794,641974.61,1914,317696.11,991,1,113796.14,399,313311.94,537,,1,,1,,1,,1,,1,,1,519.33,1,,1,,1,,1,3751.99,4,,1,179333.49,365,561796.17,1499,96599.99,319,,1,49347.59,193,91539.16,194,,1,6665.56,11,37199.65,61,3991.36,11,4654.43,13,3991.13,9,695,3,7516.73,37,541395.37,1554,,1,356343.54,673,,1,,1,,1,,1
AAI63995,9/4/2022,3353971.74,7964,3397519.57,965363.17,5346,3519,531331.64,1343,434131.53,1176,1,197993.69,457,771146.15,1713,,1,,1,,1,,1,,1,,1,933.95,3,119,1,774.66,1,,1,6133.34,11,757.14,7,,1,733436.45,1746,41395.13,111,,1,95719.94,315,613694.63,1319,,1,63599.59,171,71171.13,135,943,3,9745.19,34,33353.79,41,11313.93,31,3969.76,34,453793.93,1169,,1,353917.95,637,,1,,1,,1,,1
AAI64346,9/4/2022,1979959.15,4694,933373.15,1147695.9,1934,3961,393661.19,1119,665134.71,1943,1,133344.69,393,319736.56,417,,1,,1,,1,,1,,1,,1,413.33,1,,1,,1,,1,1611.93,3,549,1,,1,395935.65,744,43795.19,117,,1,131149.55,397,161111.56,337,,1,99435.33,199,17976.35,33,4499.6,13,11651.71,31,3494.19,7,3733.99,9,,1,317174.93,951,,1,431516.14,1316,,1,,1,,1,,1
AAI64347,9/4/2022,1731191.35,4117,1176343.9,654937.35,3416,1711,497374.43,1363,157563.93,439,1,119375.73,391,173115.5,433,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,3111.91,3,,1,359399.9,613,393119.33,771,59914.95,333,,1,44331.69,171,115399.36,344,,1,7333.19,33,16179.33,41,334.14,3,3159.34,4,5993.99,11,317,1,3793.36,13,435136.63,1111,,1,113543.93,341,,1,,1,,1,,1
AAI64339,9/4/2022,1393135.16,3577,919699.13,473435.94,1563,1114,199916.93,414,373619.13,611,1,35395.49,77,314943.94,371,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,3371.14,6,,1,,1,343555.43,711,11954.9,34,,1,36961.16,65,199969.39,355,,1,31119.35,54,13175.77,31,495,3,,1,15333.34,19,19391.9,15,5377.93,14,191491.94,376,,1,196451.11,466,,1,,1,,1,,1
AAI66433,9/4/2022,4697631.3,9465,3179956.77,1517773.43,5339,3337,1145951.51,3643,361931.93,594,1,1195354.47,1911,749971.37,1413,,1,,1,,1,,1,,1,,1,1455.14,1,,1,3933.39,4,,1,41441,31,6349.99,7,,1,614113.34,1117,161179.47,336,,1,93991.99,161,444153.5,756,,1,79991.46,133,63695.75,95,9679.34,31,15351.19,37,53933.79,19,9453.9,9,117961.63,17,999363.19,3133,,1,169197.7,357,,1,,1,,1,,1
AAI66319,9/4/2022,3345374.31,5437,1133733.96,1333541.35,3196,3341,191531.79,575,1133119.47,3666,1,94511.63,173,351741.91,534,,1,,1,,1,,1,,1,,1,1377.65,3,99,1,1135,3,,1,4469.19,6,959,6,,1,434399.15,1113,61951.66,173,,1,191997.31,494,194339.35,391,,1,95435.45,169,37399.37,69,3994.19,11,16191.74,35,13979.79,17,13794.13,33,951.33,3,93971.54,319,,1,734673.95,1951,,1,,1,,1,,1
AAI66449,9/4/2022,3311693.13,9933,3149144.14,1163647.99,5346,3476,514691.56,1674,557956.43,1913,1,196355.9,497,443739.9,1145,,1,,1,,1,,1,,1,,1,956.91,3,314,1,,1,,1,33663.44,37,915.14,1,,1,1119337.36,3933,94913.3,349,,1,119411.94,353,393997.13,631,,1,39413.39,93,59936.63,141,5979.33,11,9791.43,34,19111.34,31,6594.71,17,3367.75,39,393931.34,1369,,1,413647.94,1334,,1,,1,,1,,1
AAI64399,9/4/2022,1697647.37,4119,1334575.57,473171.9,3941,1167,45191.13,111,437991.77,1156,1,155691.97,353,369174.13,654,,1,,1,,1,,1,,1,,1,1371.94,3,399,1,,1,,1,4993.11,7,,1,,1,556654.79,1369,39619.34,91,,1,94616.53,433,195315.94,366,,1,9956.45,36,37934.53,77,3113.39,7,4436,11,5519.93,6,,1,9341.46,9,5963.75,4,,1,319693.79,595,,1,,1,,1,,1
AAI64496,9/4/2022,3393331.99,6564,994974.55,1499347.43,1751,4914,1165577.61,3996,333769.93,939,1,169696.93,333,333917.91,431,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,7339.19,9,439,1,,1,313394.3,636,49731.37,133,,1,91633.91,339,141171.13,393,,1,39413.61,91,31191.7,44,1959.47,9,3914.71,13,1531.53,3,335.57,1,9974.3,34,1193635.97,3676,,1,311165.13,595,,1,,1,,1,,1
AAI64156,9/4/2022,1631635.43,4151,1343413.37,379333.16,3141,1111,199334.37,517,191999.69,513,1,373169.13,997,374979.14,1113,,1,,1,,1,,1,,1,,1,,1,,1,973,1,,1,7339.97,11,,1,,1,334711.16,964,14397.16,95,,1,37533.93,133,134616.46,399,,1,9361.75,34,37495.36,54,3191,3,4514.14,11,1394.45,4,634,1,1,1,173191.4,415,,1,139964.97,345,,1,,1,,1,,1
AAI64341,9/4/2022,1641999.63,3797,1336119.33,314991.41,3914,993,149699.96,415,165391.45,479,1,366443.76,746,379417.4,693,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,17433.19,19,,1,,1,496714.63,1131,13935.34,37,,1,19376.56,51,139346.19,369,,1,6113.14,13,39611.91,55,313,3,967,3,7111.36,9,,1,54.19,5,135175.63,364,,1,139145.75,413,,1,,1,,1,,1
AAI67133,9/4/2022,4331436.33,7555,4163537.33,56999.11,7331,334,3499,6,54391.11,319,1,799116.97,1446,1111993.3,1915,,1,,1,,1,,1,,1,,1,1319.13,3,,1,,1,,1,56979.37,79,,1,,1,1313313.97,3331,1351,3,,1,33333.94,117,914147.64,1373,,1,9933.16,31,143991.39,319,154,1,1976,7,34793.63,43,969,3,11137.13,34,447,1,,1,9491.11,61,,1,,1,,1,,1
AAI64331,9/4/2022,3117756.53,4434,1719734.79,399131.75,3511,933,337995.34,577,161136.41,356,1,593541.95,1167,413171.33,914,,1,,1,,1,,1,,1,,1,,1,159,3,,1,,1,15319.36,31,317,1,,1,479114.79,966,44314.95,99,,1,54433.95,134,199131.97,364,,1,39793.56,51,35434.3,61,1114.9,3,5994.57,11,979.33,1,4994.57,5,3155.16,7,175144.95,439,,1,65696.96,163,,1,,1,,1,,1
AAI65935,9/4/2022,1519335.94,3494,1371993.59,147343.35,3916,569,3931,11,144513.35,559,1,339599.46,649,366341.61,743,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,9994.13,11,,1,,1,415937.99,996,3345,9,,1,33933.91,154,196611.14,399,,1,7333.99,33,43964.33,79,,1,3367.71,9,17775.33,37,1416,5,3999.73,16,,1,,1,99691.64,369,,1,,1,,1,,1
AAI63951,9/4/2022,1333393.1,3711,1154453.33,369941.77,3191,619,164141.75,374,114911.13,345,1,374614.17,654,161935.71,395,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,7354.13,9,,1,,1,341991.34,755,33167.4,74,,1,33447.39,73,119171.93,194,,1,13361.96,19,43911.4,71,3951.39,6,4313,9,9973.99,9,7595.94,4,13.19,4,116763.4,353,,1,57313.93,143,,1,,1,,1,,1
AAI67191,9/4/2022,3357736.15,7751,1945639.3,1313196.95,4411,3351,759614.33,1971,553493.63,1391,1,193369.3,413,339961,777,,1,,1,,1,,1,,1,,1,1354.33,1,,1,,1,,1,11759.99,19,,1,,1,997913.43,3337,161179.39,371,,1,319636.73,531,361951.99,719,,1,49359.9,115,57173.15,114,5631.45,13,11393.35,35,4313.99,13,1733.57,3,1146.44,19,553193.9,1511,,1,393493.39,717,,1,,1,,1,,1
AAI63959,9/4/2022,3414567.19,9694,3377976.91,1136591.39,5191,3514,695396.93,1939,451313.45,1565,1,339399.59,541,647999.44,1444,,1,,1,,1,,1,,1,,1,419.9,1,,1,,1,,1,7139.61,16,357,3,,1,764591.54,1991,69947.13,199,,1,69331.49,337,519193.99,1115,,1,43415.9,134,65143.17,139,4146.14,11,5317.76,15,33174,33,7365.79,16,13347.69,33,577913.93,1659,,1,335946.63,1171,,1,,1,,1,,1
AAI66743,9/4/2022,3136511.46,6917,3431615.51,614994.95,5447,1471,441447.39,1116,163447.57,364,1,969756.19,1937,536313.17,1413,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,31979.49,31,1165,4,,1,636955.95,1413,34594.43,95,,1,53733.99,119,393541.4,549,,1,19193.5,37,57713.16,117,4196,5,3645,9,5913.17,11,3191.57,4,9457.39,19,399431.96,993,,1,94731.63,193,,1,,1,,1,,1
AAI64197,9/4/2022,3363399.96,5333,1997531.15,364967.71,4149,1195,4974.13,15,359993.59,1171,1,411141.54,739,359913.16,795,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,39713.6,34,1341.14,1,,1,763333.13,1741,3331.71,9,,1,113961.41,317,336791.16,671,,1,33995.19,99,61667.31,119,379,3,13453.14,33,31637.53,35,731,4,17554.94,37,95.71,1,,1,197533.9,746,,1,,1,,1,,1
AAI67131,9/4/2022,1653517.49,3979,1393517.19,371111.39,3646,1333,134499.64,451,345511.75,993,1,116379.36,337,349549.19,719,,1,,1,,1,,1,,1,,1,1654.99,3,,1,,1,,1,5975.5,9,99,1,,1,459993.19,1111,11976.45,35,,1,49791.37,175,396657.11,537,,1,33165.97,91,31619.95,64,,1,3763.14,13,19434.19,39,9711.7,19,13576.13,39,114451.45,391,,1,153111.67,594,,1,,1,,1,,1
AAI66133,9/4/2022,3646361.49,5757,1935654.43,731617.16,3757,3111,319315.76,995,413391.3,1115,1,333935.31,459,517191.45,959,,1,,1,,1,,1,,1,,1,493.33,1,,1,,1,,1,11976.46,14,3131,11,,1,576734.69,1199,34761.51,75,,1,69197.13,195,519733.69,949,,1,46999.17,139,53596.31,93,,1,9119.71,19,33497.75,33,19195.57,39,33747.64,53,379179.41,779,,1,357971.93,733,,1,,1,,1,,1
AAI64349,9/4/2022,1369791.77,3334,999149.3,471733.57,3197,1337,175131.56,511,395711.11,737,1,311611.17,517,94777.33,341,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,593.34,3,,1,,1,453199.7,1139,19369.5,47,,1,41154.37,111,115969.69,359,,1,14993.97,31,15391.43,36,1313,3,1317.66,4,1451.9,5,451.14,3,6379.15,19,153397.36,439,,1,337994.17,591,,1,,1,,1,,1
AAI66161,9/4/2022,3573757.11,5433,1339397.94,1335459.17,3514,3919,759949.66,1991,476511.51,1137,1,317993.15,399,333474.33,459,,1,,1,,1,,1,,1,,1,457.33,1,,1,,1,,1,9954.16,9,1135,1,,1,519761.13,999,73364.31,163,,1,115346.17,359,319743.33,535,,1,66394.13,116,33445.49,57,3339.39,6,9453.41,33,19333.67,37,4959.15,11,9339.47,31,657399.39,1669,,1,379333.75,619,,1,,1,,1,,1
AAI63943,9/4/2022,3531319.16,9314,3779316.74,751913.43,6199,3116,537557.39,1491,313355.13,635,1,411635.93,996,693959.57,1576,,1,,1,,1,,1,,1,,1,3649.99,3,,1,,1,,1,33163.13,31,,1,,1,1333149.11,3796,95134.99,379,,1,67944.63,331,334467.99,713,,1,33135.49,53,67733.45,136,7793.39,31,6411.19,31,31193.39,53,6911.14,9,3577.61,15,411469.34,1113,,1,119193.6,313,,1,,1,,1,,1
AAI66156,9/4/2022,1149673.35,3951,,1149673.35,1,3951,399933.99,1311,749939.37,3649,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,1911.14,3,,1,,1,16471.65,63,,1,96949.53,417,,1,,1,44699.53,176,,1,,1,491,3,,1,,1,,1,369391.73,1194,,1,615919.19,3151,,1,,1,,1,,1
AAI64153,9/4/2022,3317716.41,6161,1497477.33,931339.19,3691,3379,391777.99,1136,439461.3,1353,1,173911.19,456,314619.33,713,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,4564.31,9,336,4,,1,735966.91,1915,54666.53,171,,1,93159.63,393,331197.96,493,,1,33611.1,56,37756.97,73,3999.6,9,9516.31,31,17553.17,39,1651.95,6,3939.9,35,319993.33,915,,1,333317.31,973,,1,,1,,1,,1
AAI66944,9/4/2022,1759157.59,3331,63373.7,1695994.99,93,3139,1495935.13,3935,199959.76,313,1,,1,39914.99,39,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,957.33,3,,1,,1,11664.35,19,6351,15,,1,11161.93,31,19733.34,39,,1,9697.57,14,1491.19,3,4416.66,5,3131.57,3,,1,1937.14,1,633.61,1,1491964.46,3919,,1,175341.55,356,,1,,1,,1,,1
AAI64376,9/4/2022,1345139.51,4139,339913.31,916137.3,914,3314,66963.74,331,949364.46,3993,1,19113.65,51,69914.1,179,,1,,1,,1,,1,,1,,1,,1,,1,549,1,,1,,1,,1,,1,199915.14,563,49193.5,165,,1,39995.99,156,37465.43,95,,1,6479.1,34,11794.45,19,1773.14,7,3113.66,6,3919.65,6,519,1,1,3,1745.33,9,,1,799379.73,3916,,1,,1,,1,,1
AAI63946,9/4/2022,1411756.79,3549,957196.57,554671.33,3193,1456,313134.71,774,341645.51,693,1,54357.39,135,311697.33,515,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,5399.49,13,,1,,1,393195.9,991,56113.36,151,,1,49939.73,163,169917.49,419,,1,43361.69,91,16617.43,43,3366.43,4,5461,11,3615.95,9,997.14,3,15515.93,11,315971.33,533,,1,133796.74,354,,1,31411.33,63,,1,,1
AAI66739,9/4/2022,3753111.19,6461,1643147.17,1111163.13,3639,3933,651977.66,1647,459195.36,1175,1,114947.7,313,419193.33,963,,1,,1,,1,,1,,1,,1,1631.13,4,,1,,1,,1,9613.94,11,516,5,,1,569969,1316,37314.99,91,,1,66139.71,319,461341.93,961,,1,61515.47,174,36913.4,77,179,3,6467.59,31,36315.13,47,19143.93,36,14533.91,59,579639.96,1476,,1,317413.67,731,,1,,1,,1,,1
AAI64369,9/4/2022,1197713.3,3939,991613.94,397111.36,3199,741,169195.93,415,137914.43,335,1,43659.3,111,199664.75,453,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,4311.17,9,,1,,1,493194.4,1361,35316.34,79,,1,51913.63,179,136115.39,376,,1,13574.9,33,33176.39,44,417,3,3391.9,15,7391.71,19,347.39,1,3331.14,39,141193.79,339,,1,59997.93,99,,1,,1,,1,,1
AAI67139,9/4/2022,3339315.39,9395,3634431.31,714795.17,6575,1931,433349.99,1191,391435.39,741,1,479441.19,1175,679936.47,1656,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,9131.13,19,337,1,11639.4,35,1161133.97,3939,74199.99,366,,1,59461.95,363,376979.99,631,,1,19763.3,43,61975.94,153,1177,4,3133,9,33134.9,34,1499.77,6,33311.43,54,345447.55,773,,1,199373.36,419,,1,,1,,1,,1
AAI64365,9/4/2022,1399333.9,3516,739934.93,569419.97,1775,1741,317373.94,949,363135.13,793,1,69537.63,139,141433.9,349,,1,,1,,1,,1,,1,,1,,1,,1,59,1,,1,1696.14,3,,1,,1,415149.19,1134,44997.33,134,,1,61669.33,173,91344.19,197,,1,13647.17,37,15941.9,33,1946.14,7,3141,9,3514.4,9,1911.14,3,1319.99,33,351373.79,799,,1,193979.49,573,,1,,1,,1,,1
AAI66113,9/4/2022,3913319.33,6563,3131956.91,791351.53,4337,3335,159713.63,555,633649.99,1691,1,137669.43,395,399697.59,911,,1,,1,,1,,1,,1,,1,933.66,3,,1,,1,,1,13913,31,364.14,4,,1,991967.44,3196,31363.91,67,,1,113913.34,311,393311.71,794,,1,56174.93,111,93343.47,165,516.14,3,9631.5,19,16149.33,34,1335.76,4,9315.3,31,139399.46,465,,1,443351.33,1333,,1,,1,,1,,1
AAI66136,9/4/2022,3619734.13,5163,3174437.66,434396.36,4151,911,193411.45,413,341975.91,499,1,715935.59,1396,344771.13,791,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,36351.94,47,1933.57,1,,1,741491.79,1536,17436.67,41,,1,35315.15,66,314163.13,347,,1,13395.79,31,93966.37,113,1743.34,3,4956.14,13,36597.36,33,1349,3,13494.46,19,169939.17,357,,1,194436.36,394,,1,,1,,1,,1
AAI64193,9/4/2022,1153376.69,3356,939473.65,333914.13,3173,1394,137644.63,534,196359.41,761,1,115933.41,374,156194.17,379,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,3111.43,4,,1,,1,436699.75,1113,31954.99,69,,1,49163.39,179,93139.91,313,,1,13956.7,59,33319.93,56,1544.99,6,3394.57,11,7943.35,16,3417.5,7,3444.93,19,111559.6,437,,1,119439.36,515,,1,,1,,1,,1
AAI64369,9/4/2022,1413517.43,3919,935143.37,477475.16,1773,1137,191731.37,466,395753.79,671,1,353316.47,644,317739.11,436,,1,,1,,1,,1,,1,,1,936.96,1,319,1,,1,,1,4163.99,7,619,1,,1,333339.35,451,39394.5,96,,1,59353.34,135,99911.57,176,,1,33533.39,55,36933.1,46,3545.9,6,9935.57,14,9393.33,19,1394,1,673.9,4,136153.73,341,,1,193941.59,464,,1,,1,,1,,1
AAI67191,9/4/2022,3431465.37,6369,1776497.3,644979.17,4397,1993,497444.33,1446,147533.75,536,1,314394.95,691,359149.39,949,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,16911.91,33,179,1,,1,737497.51,1991,133575.97,391,,1,66939.34,365,373537.41,641,,1,17191.56,49,53461,93,3361.14,13,5719.9,16,13617.34,15,1691.14,3,11131,7,337191.66,946,,1,56136.11,313,,1,,1,,1,,1
AAI64373,9/4/2022,3149771.13,4951,1613655.13,546115.11,3333,1519,339631.36,615,317494.75,914,1,356413.13,534,397356.96,916,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,4943.31,11,,1,,1,614591.13,1339,33551.39,111,,1,94311.5,411,374376.17,517,,1,36113.3,96,51594.54,115,579.37,4,7431.31,31,11156.11,16,3113.39,9,4536.17,36,199343.15,471,,1,167757.46,369,,1,,1,,1,,1
AAI66395,9/4/2022,4631317.99,11713,3714473.99,1915735.1,6666,5136,341791.31,716,1673943.79,4331,1,397393.95,696,345193.94,766,,1,,1,,1,,1,,1,,1,3339.31,5,679,3,517,1,,1,15375.91,31,3393.37,13,,1,1561339.17,4316,169415.5,476,,1,315161.33,913,316396.63,651,,1,65515.57,136,111656.37,331,11353.73,39,33311.66,73,33379.69,43,5195.6,13,43941.13,61,39917.55,137,,1,1361931.37,3313,,1,,1,,1,,1
AAI64395,9/4/2022,1949447.7,5356,913395.16,946153.54,3499,3757,531479.36,1519,434573.39,1339,1,43175.59,133,134764.96,371,,1,,1,,1,,1,,1,,1,637.47,3,139,1,,1,,1,995.76,3,,1,,1,553415.63,1597,95463.37,349,,1,115791.15,363,151355.63,353,,1,43979.59,95,19996.3,53,1161.14,3,3446.99,11,3173.94,6,5367.13,6,1,1,419731.69,1311,,1,357969.64,763,,1,,1,,1,,1
AAI67117,9/4/2022,3611699.41,6341,936191.4,1794519.11,1997,4353,447519.99,1196,1336999.13,3157,1,31515.93,43,13336.96,35,,1,,1,,1,,1,,1,,1,1337.66,3,69,1,317,3,,1,4917.34,11,3636,3,,1,539761.69,1397,133473.1,353,,1,339193.3,614,196531.99,417,,1,73499.61,199,39439.64,59,9344.69,33,13541.15,31,13593.54,33,5157,6,9119.97,11,374491.44,711,,1,1114934.17,3313,,1,,1,,1,,1
AAI66646,9/4/2022,3993736.9,6759,1549995.96,1334751.94,3719,3151,366533.95,933,969336.99,3339,1,339971.3,567,341974.34,591,,1,,1,,1,,1,,1,,1,433.33,1,,1,,1,,1,3499.16,6,1594,1,169739.77,339,719969.71,1914,69413.9,157,,1,176954.9,417,147753.5,319,,1,31191.49,56,37115.17,56,1953.66,5,4491.66,13,5397.35,13,7759.36,7,7364.53,15,397545.95,643,,1,746347.69,1735,,1,,1,,1,,1
AAI66533,9/4/2022,5331459.17,13993,3731566.33,1511991.94,9137,3966,351935.36,1139,1151156.59,3939,1,763759.5,1695,519943.33,1164,,1,,1,,1,,1,,1,,1,1413.33,3,99,1,,1,,1,34935.91,44,169,1,,1,1613359.35,4564,163143.41,539,,1,173995.64,579,677345.33,1413,,1,71311.63,195,99461.5,195,6777.66,19,13557.69,33,46313,37,5617.39,11,6549.39,43,133335.17,334,,1,996316.36,3131,,1,,1,,1,,1
AAI66611,9/4/2022,3433711.74,5791,,3433711.74,1,5791,3391511.94,5499,143319.9,393,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,179,1,,1,,1,5333.56,3,,1,,1,39737.14,131,,1,99564.9,196,,1,,1,39471.43,57,,1,,1,1169.96,3,,1,,1,,1,3334917.99,5336,,1,17773.16,36,,1,,1,,1,,1
AAI67196,9/4/2022,3593597.61,7913,3343194.91,1351513.9,4936,3197,649963.76,1599,611639.14,1499,1,565613.36,1133,453113.44,1131,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,35339.3,31,3199,4,,1,997143.47,1939,56191.7,336,,1,161631.39,595,391913.14,514,,1,39555.53,64,61963.6,116,4544,9,9767.71,31,33191.19,31,1733.39,5,35139.61,54,577549.95,1333,,1,397994.35,911,,1,,1,,1,,1
AAI66399,9/4/2022,1934353.16,5493,,1934353.16,1,5493,1565315.9,4573,369136.16,911,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,3165,1,,1,,1,,1,3171,5,,1,,1,99997.14,365,,1,195969.44,539,,1,,1,43331.47,134,,1,1353,4,9446.36,34,,1,991.66,3,,1,1441991.39,4313,,1,134191.33,315,,1,,1,,1,,1
AAI64499,9/4/2022,3414461.35,4313,1911971.17,613491.19,3995,1317,343771.65,791,359719.53,516,1,91557.33,165,496996.16,741,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,39319.79,37,1335,3,,1,591311.31,1163,91461.94,159,,1,54743.46,113,439169.31,775,,1,33446.9,51,41399.93,63,5517.51,13,549,1,36993.9,34,14533,4,74557.94,39,199436.19,531,,1,156313.37,355,,1,,1,,1,,1
AAI66634,9/4/2022,1991531.75,4393,479113.37,1411419.49,1171,3333,735193.56,1674,676334.93,1549,1,33353.65,91,59616.93,139,,1,,1,,1,,1,,1,,1,,1,519,1,,1,,1,1771.43,4,313.56,1,,1,339439.14,543,113537.39,317,,1,131413.57,351,96134.9,169,,1,39919.19,71,11561.17,31,1333,4,7435.14,11,3196.33,5,7741.9,11,46151.95,111,593975.39,1393,,1,511114.56,1114,,1,,1,,1,,1
AAI65941,9/4/2022,4359971.15,9316,3939739.36,531141.79,7493,1734,314491.6,573,335651.19,1153,1,594647.44,1111,719136.77,1333,,1,,1,,1,,1,,1,,1,1411.56,3,,1,,1,,1,56999.55,73,,1,,1,1544357.13,3365,34111.17,69,,1,59931.39,191,691739.31,1334,,1,19499.74,57,136617.33,353,916,3,3551.33,11,67373.93,67,1367.95,9,39579.65,57,176513.31,495,,1,341433.19,996,,1,,1,,1,,1
